Date,Close,Open,High,Low
1/24/08,"1,837.00","1,805.25","1,838.00","1,798.50"
1/25/08,"1,793.50","1,847.00","1,873.50","1,791.00"
1/28/08,"1,810.25","1,796.50","1,814.75","1,761.50"
1/29/08,"1,812.00","1,809.00","1,825.00","1,797.50"
1/30/08,"1,811.50","1,812.50","1,850.00","1,796.25"
1/31/08,"1,847.75","1,807.00","1,860.50","1,783.50"
2/1/08,"1,863.50","1,827.00","1,879.00","1,825.50"
2/4/08,"1,826.75","1,864.75","1,869.25","1,824.00"
2/5/08,"1,785.00","1,826.00","1,830.75","1,778.75"
2/6/08,"1,748.25","1,788.50","1,830.75","1,736.50"
2/7/08,"1,767.00","1,751.50","1,801.25","1,713.00"
2/8/08,"1,776.50","1,768.00","1,785.25","1,713.00"
2/11/08,"1,797.25","1,774.75","1,802.50","1,763.75"
2/12/08,"1,790.00","1,796.75","1,816.75","1,772.75"
2/13/08,"1,820.25","1,792.25","1,829.00","1,784.00"
2/14/08,"1,794.25","1,822.00","1,831.25","1,788.00"
2/15/08,"1,786.50","1,791.75","1,831.25","1,770.00"
2/19/08,"1,781.50","1,782.75","1,821.00","1,762.00"
2/20/08,"1,789.25","1,781.50","1,821.00","1,752.75"
2/21/08,"1,776.00","1,788.75","1,810.75","1,764.75"
2/22/08,"1,781.00","1,775.50","1,810.75","1,742.00"
2/25/08,"1,785.50","1,776.00","1,794.75","1,764.50"
2/26/08,"1,796.75","1,785.50","1,811.50","1,765.75"
2/27/08,"1,800.25","1,795.75","1,809.75","1,777.25"
2/28/08,"1,784.25","1,801.00","1,812.25","1,782.75"
2/29/08,"1,748.25","1,785.00","1,789.25","1,742.75"
3/3/08,"1,736.75","1,748.00","1,750.00","1,718.25"
3/4/08,"1,742.50","1,737.50","1,751.00","1,708.75"
3/5/08,"1,759.50","1,743.50","1,770.75","1,738.75"
3/6/08,"1,714.25","1,757.50","1,773.00","1,711.00"
3/7/08,"1,708.75","1,716.75","1,734.25","1,682.25"
3/10/08,"1,676.75","1,708.25","1,717.75","1,674.00"
3/11/08,"1,750.50","1,678.75","1,753.50","1,668.75"
3/12/08,"1,734.75","1,751.00","1,766.25","1,668.75"
3/13/08,"1,748.50","1,736.00","1,761.50","1,699.50"
3/14/08,"1,718.00","1,749.75","1,776.25","1,696.75"
3/17/08,"1,689.75","1,710.00","1,748.25","1,668.50"
3/18/08,"1,764.75","1,710.00","1,766.50","1,668.50"
3/19/08,"1,718.50","1,765.25","1,775.50","1,715.75"
3/20/08,"1,722.98","1,720.50","1,728.25","1,703.50"
3/24/08,"1,819.25","1,752.75","1,826.50","1,748.50"
3/25/08,"1,826.00","1,819.00","1,839.50","1,748.50"
3/26/08,"1,810.25","1,825.75","1,829.75","1,802.75"
3/27/08,"1,792.00","1,807.75","1,823.50","1,782.75"
3/28/08,"1,780.00","1,792.50","1,809.50","1,768.00"
3/31/08,"1,790.50","1,780.50","1,796.50","1,767.50"
4/1/08,"1,857.75","1,785.50","1,862.25","1,777.25"
4/2/08,"1,862.25","1,857.50","1,878.25","1,843.25"
4/3/08,"1,867.25","1,860.00","1,873.75","1,842.50"
4/4/08,"1,869.75","1,867.75","1,891.25","1,852.75"
4/7/08,"1,865.75","1,868.00","1,893.75","1,862.75"
4/8/08,"1,854.75","1,866.75","1,866.75","1,843.50"
4/9/08,"1,837.25","1,855.50","1,866.25","1,820.50"
4/10/08,"1,858.75","1,836.25","1,870.25","1,823.75"
4/11/08,"1,806.25","1,858.00","1,869.75","1,799.00"
4/14/08,"1,796.25","1,807.00","1,814.00","1,791.50"
4/15/08,"1,796.75","1,797.50","1,809.75","1,781.25"
4/16/08,"1,862.25","1,821.50","1,865.75","1,814.50"
4/17/08,"1,867.00","1,867.00","1,871.25","1,834.50"
4/18/08,"1,903.00","1,873.00","1,914.75","1,870.50"
4/21/08,"1,914.00","1,903.00","1,920.50","1,893.00"
4/22/08,"1,895.00","1,913.00","1,918.00","1,872.75"
4/23/08,"1,905.50","1,895.50","1,919.25","1,889.00"
4/24/08,"1,920.75","1,906.50","1,949.50","1,887.00"
4/25/08,"1,921.00","1,920.00","1,933.75","1,898.75"
4/28/08,"1,926.50","1,922.25","1,941.75","1,918.75"
4/29/08,"1,939.00","1,926.50","1,947.75","1,918.75"
4/30/08,"1,923.25","1,939.00","1,960.50","1,916.75"
5/1/08,"1,983.25","1,922.25","1,985.75","1,921.50"
5/2/08,"1,990.25","1,984.00","2,008.00","1,970.00"
5/5/08,"1,980.50","1,987.00","1,997.75","1,969.00"
5/6/08,"1,999.00","1,981.00","2,002.50","1,962.00"
5/7/08,"1,960.50","2,000.75","2,005.50","1,950.00"
5/8/08,"1,965.00","1,961.00","1,984.00","1,958.00"
5/9/08,"1,963.25","1,964.00","1,973.50","1,951.25"
5/12/08,"1,998.50","1,963.25","2,003.50","1,961.50"
5/13/08,"2,006.00","1,997.25","2,009.00","1,985.50"
5/14/08,"1,996.50","2,006.25","2,032.75","1,995.75"
5/15/08,"2,035.75","1,996.50","2,037.25","1,994.25"
5/16/08,"2,035.50","2,035.00","2,041.50","2,012.75"
5/19/08,"2,025.75","2,035.50","2,054.25","2,008.25"
5/20/08,"2,009.50","2,024.75","2,026.00","1,990.25"
5/21/08,"1,964.50","2,008.75","2,019.25","1,954.00"
5/22/08,"1,966.50","1,966.75","1,981.50","1,957.50"
5/23/08,"1,958.25","1,966.00","1,969.50","1,945.75"
5/27/08,"1,993.00","1,960.25","1,998.50","1,954.00"
5/28/08,"2,005.00","1,993.75","2,008.75","1,983.25"
5/29/08,"2,023.00","2,002.50","2,033.00","1,999.75"
5/30/08,"2,035.25","2,025.75","2,043.75","2,023.50"
6/2/08,"2,011.25","2,037.00","2,038.50","1,991.00"
6/3/08,"1,998.25","2,011.75","2,029.25","1,978.75"
6/4/08,"2,020.75","1,999.00","2,038.00","1,986.00"
6/5/08,"2,056.25","2,019.50","2,060.25","2,017.25"
6/6/08,"1,988.75","2,055.25","2,062.75","1,987.00"
6/9/08,"1,987.75","1,987.50","2,000.50","1,949.00"
6/10/08,"1,973.25","1,986.00","1,989.50","1,956.50"
6/11/08,"1,926.75","1,972.25","1,983.75","1,923.75"
6/12/08,"1,930.00","1,923.50","1,956.00","1,910.25"
6/13/08,"1,965.00","1,934.50","1,970.50","1,919.50"
6/16/08,"1,980.50","1,968.75","1,992.50","1,952.50"
6/17/08,"1,976.50","1,979.50","1,996.25","1,970.00"
6/18/08,"1,952.25","1,974.50","1,979.50","1,943.25"
6/19/08,"1,981.00","1,954.50","1,992.00","1,934.50"
6/20/08,"1,965.70","1,981.00","1,984.00","1,965.00"
6/23/08,"1,918.00","1,943.00","1,952.00","1,917.50"
6/24/08,"1,911.50","1,919.00","1,934.75","1,895.00"
6/25/08,"1,932.25","1,912.00","1,960.75","1,912.00"
6/26/08,"1,866.50","1,932.00","1,933.25","1,862.50"
6/27/08,"1,865.75","1,871.75","1,877.75","1,836.00"
6/30/08,"1,846.00","1,866.75","1,873.00","1,842.25"
7/1/08,"1,869.00","1,848.75","1,872.00","1,815.75"
7/2/08,"1,825.00","1,869.75","1,887.25","1,820.50"
7/3/08,"1,822.00","1,826.75","1,839.00","1,806.25"
7/4/08,"1,822.00","1,822.00","1,828.50","1,813.75"
7/7/08,"1,832.25","1,815.75","1,854.50","1,804.00"
7/8/08,"1,868.50","1,831.25","1,876.75","1,810.75"
7/9/08,"1,831.50","1,869.00","1,877.50","1,823.75"
7/10/08,"1,844.25","1,831.75","1,852.75","1,809.50"
7/11/08,"1,820.50","1,845.50","1,860.25","1,788.00"
7/14/08,"1,802.50","1,817.75","1,850.50","1,796.75"
7/15/08,"1,799.00","1,802.75","1,833.50","1,765.25"
7/16/08,"1,844.75","1,802.75","1,850.25","1,785.75"
7/17/08,"1,839.75","1,841.25","1,868.50","1,833.00"
7/18/08,"1,828.75","1,832.50","1,848.50","1,819.25"
7/21/08,"1,827.50","1,827.75","1,845.00","1,813.25"
7/22/08,"1,824.00","1,821.75","1,827.25","1,787.75"
7/23/08,"1,849.00","1,825.25","1,870.25","1,822.25"
7/24/08,"1,819.50","1,846.25","1,863.50","1,811.50"
7/25/08,"1,840.50","1,818.00","1,853.50","1,815.25"
7/28/08,"1,813.75","1,845.25","1,854.50","1,800.00"
7/29/08,"1,842.00","1,811.75","1,855.50","1,806.50"
7/30/08,"1,856.25","1,842.25","1,866.75","1,828.25"
7/31/08,"1,853.75","1,857.25","1,878.75","1,832.50"
8/1/08,"1,833.00","1,854.50","1,863.25","1,806.75"
8/4/08,"1,811.75","1,833.25","1,837.25","1,801.75"
8/5/08,"1,869.00","1,811.50","1,874.00","1,810.00"
8/6/08,"1,896.25","1,869.00","1,906.75","1,856.00"
8/7/08,"1,886.00","1,896.50","1,907.75","1,876.50"
8/8/08,"1,923.75","1,886.25","1,932.00","1,879.25"
8/11/08,"1,943.00","1,921.00","1,966.00","1,918.75"
8/12/08,"1,944.75","1,941.50","1,961.00","1,931.25"
8/13/08,"1,941.50","1,944.75","1,959.25","1,923.75"
8/14/08,"1,965.75","1,943.50","1,973.00","1,933.50"
8/15/08,"1,965.50","1,966.00","1,977.25","1,952.50"
8/18/08,"1,943.50","1,964.00","1,976.00","1,923.75"
8/19/08,"1,919.25","1,943.25","1,946.50","1,903.00"
8/20/08,"1,916.00","1,918.75","1,936.00","1,902.25"
8/21/08,"1,907.25","1,915.75","1,917.00","1,888.25"
8/22/08,"1,929.50","1,906.75","1,941.25","1,901.25"
8/25/08,"1,895.00","1,930.00","1,930.75","1,887.00"
8/26/08,"1,891.50","1,894.75","1,903.75","1,876.50"
8/27/08,"1,901.75","1,891.50","1,916.50","1,882.00"
8/28/08,"1,905.50","1,901.00","1,924.00","1,891.00"
8/29/08,"1,875.00","1,905.00","1,908.00","1,867.50"
9/2/08,"1,851.75","1,875.25","1,915.50","1,844.00"
9/3/08,"1,834.25","1,851.75","1,859.50","1,821.75"
9/4/08,"1,775.75","1,836.25","1,836.25","1,774.00"
9/5/08,"1,770.00","1,774.75","1,780.50","1,741.25"
9/8/08,"1,760.75","1,794.50","1,815.25","1,735.25"
9/9/08,"1,728.75","1,762.50","1,780.25","1,720.75"
9/10/08,"1,737.50","1,731.75","1,755.75","1,726.00"
9/11/08,"1,775.25","1,736.75","1,776.50","1,705.25"
9/12/08,"1,773.25","1,773.25","1,780.00","1,743.75"
9/15/08,"1,715.50","1,763.25","1,763.25","1,706.00"
9/16/08,"1,726.25","1,721.00","1,740.75","1,684.00"
9/17/08,"1,640.75","1,730.00","1,739.75","1,634.25"
9/18/08,"1,700.25","1,645.25","1,706.25","1,605.75"
9/19/08,"1,768.09","1,699.00","1,788.75","1,696.50"
9/22/08,"1,669.75","1,735.00","1,752.00","1,663.25"
9/23/08,"1,650.50","1,671.50","1,752.00","1,647.75"
9/24/08,"1,672.00","1,656.75","1,682.00","1,649.50"
9/25/08,"1,680.00","1,671.00","1,714.25","1,664.75"
9/26/08,"1,674.75","1,674.50","1,684.50","1,630.00"
9/29/08,"1,512.00","1,680.75","1,688.00","1,494.00"
9/30/08,"1,604.50","1,515.00","1,605.75","1,505.75"
10/1/08,"1,578.75","1,599.75","1,600.25","1,552.25"
10/2/08,"1,510.50","1,577.25","1,590.75","1,495.75"
10/3/08,"1,477.50","1,510.00","1,561.75","1,474.75"
10/6/08,"1,406.50","1,478.00","1,480.00","1,343.75"
10/7/08,"1,336.50","1,409.00","1,440.00","1,332.25"
10/8/08,"1,320.00","1,342.00","1,393.25","1,280.75"
10/9/08,"1,272.00","1,329.00","1,373.00","1,262.50"
10/10/08,"1,282.50","1,281.75","1,326.25","1,198.25"
10/13/08,"1,458.50","1,297.50","1,459.50","1,297.50"
10/14/08,"1,366.00","1,451.75","1,499.00","1,353.25"
10/15/08,"1,229.00","1,378.50","1,391.25","1,229.00"
10/16/08,"1,323.00","1,234.00","1,330.75","1,191.25"
10/17/08,"1,311.00","1,321.00","1,371.75","1,269.00"
10/20/08,"1,360.00","1,314.00","1,363.25","1,291.00"
10/21/08,"1,292.50","1,364.25","1,364.25","1,280.50"
10/22/08,"1,248.00","1,290.00","1,324.00","1,208.25"
10/23/08,"1,253.50","1,246.00","1,265.50","1,175.75"
10/24/08,"1,191.50","1,249.75","1,254.75","1,149.75"
10/27/08,"1,162.00","1,190.75","1,228.50","1,136.75"
10/28/08,"1,308.00","1,162.75","1,309.00","1,151.25"
10/29/08,"1,294.00","1,305.50","1,346.75","1,271.25"
10/30/08,"1,345.00","1,293.00","1,354.75","1,293.00"
10/31/08,"1,337.00","1,340.00","1,361.25","1,305.25"
11/3/08,"1,341.50","1,340.00","1,356.50","1,322.50"
11/4/08,"1,380.50","1,341.25","1,384.00","1,333.75"
11/5/08,"1,306.25","1,379.75","1,389.00","1,296.25"
11/6/08,"1,240.50","1,304.75","1,305.75","1,235.00"
11/7/08,"1,288.50","1,241.25","1,290.00","1,241.25"
11/10/08,"1,256.50","1,293.00","1,321.25","1,235.50"
11/11/08,"1,223.00","1,255.00","1,262.00","1,208.00"
11/12/08,"1,163.50","1,222.00","1,244.75","1,161.00"
11/13/08,"1,234.50","1,165.25","1,243.75","1,108.50"
11/14/08,"1,155.50","1,237.75","1,239.75","1,155.00"
11/17/08,"1,158.50","1,157.25","1,188.75","1,139.25"
11/18/08,"1,174.00","1,159.00","1,175.50","1,113.00"
11/19/08,"1,092.50","1,168.50","1,172.00","1,082.75"
11/20/08,"1,039.50","1,089.50","1,115.00","1,031.25"
11/21/08,"1,091.00","1,043.50","1,093.00","1,017.75"
11/24/08,"1,147.00","1,098.25","1,164.00","1,072.25"
11/25/08,"1,135.50","1,145.75","1,174.25","1,117.75"
11/26/08,"1,194.50","1,135.00","1,195.00","1,122.00"
11/28/08,"1,186.00","1,191.75","1,199.50","1,171.25"
12/1/08,"1,094.50","1,185.75","1,188.25","1,090.25"
12/2/08,"1,133.00","1,091.25","1,136.00","1,089.50"
12/3/08,"1,156.00","1,132.25","1,166.50","1,096.00"
12/4/08,"1,135.00","1,157.75","1,169.00","1,109.00"
12/5/08,"1,178.00","1,134.00","1,181.00","1,095.00"
12/8/08,"1,212.00","1,177.00","1,237.75","1,170.75"
12/9/08,"1,217.00","1,213.75","1,252.50","1,200.50"
12/10/08,"1,217.00","1,217.75","1,240.25","1,203.25"
12/11/08,"1,188.50","1,217.75","1,229.50","1,175.50"
12/12/08,"1,213.50","1,185.25","1,215.00","1,134.00"
12/15/08,"1,193.50","1,213.50","1,222.75","1,166.75"
12/16/08,"1,239.00","1,191.75","1,246.00","1,188.00"
12/17/08,"1,227.00","1,235.00","1,242.25","1,203.75"
12/18/08,"1,224.00","1,229.00","1,235.50","1,193.00"
12/19/08,"1,216.54","1,221.00","1,223.25","1,210.00"
12/22/08,"1,197.00","1,211.50","1,223.50","1,169.50"
12/23/08,"1,184.50","1,199.25","1,206.50","1,176.25"
12/24/08,"1,180.00","1,185.75","1,189.50","1,178.75"
12/26/08,"1,188.50","1,184.75","1,191.00","1,178.75"
12/29/08,"1,175.50","1,188.00","1,198.00","1,156.25"
12/30/08,"1,206.00","1,176.25","1,208.00","1,175.25"
12/31/08,"1,212.50","1,206.25","1,224.75","1,196.75"
1/2/09,"1,253.00","1,211.00","1,268.25","1,204.00"
1/5/09,"1,265.00","1,251.75","1,275.00","1,244.25"
1/6/09,"1,271.00","1,263.75","1,287.00","1,259.50"
1/7/09,"1,239.50","1,270.00","1,273.25","1,227.50"
1/8/09,"1,249.50","1,240.50","1,252.75","1,222.75"
1/9/09,"1,221.50","1,250.25","1,256.25","1,216.00"
1/12/09,"1,206.00","1,221.00","1,226.00","1,186.25"
1/13/09,"1,204.00","1,206.25","1,218.50","1,185.00"
1/14/09,"1,165.50","1,204.00","1,210.75","1,155.25"
1/15/09,"1,177.25","1,165.25","1,191.00","1,138.50"
1/16/09,"1,197.00","1,181.00","1,201.00","1,164.50"
1/20/09,"1,147.50","1,199.00","1,222.25","1,132.00"
1/21/09,"1,181.50","1,148.25","1,185.00","1,140.00"
1/22/09,"1,172.25","1,181.75","1,202.25","1,146.00"
1/23/09,"1,164.25","1,169.50","1,191.00","1,141.50"
1/26/09,"1,179.50","1,165.00","1,201.25","1,146.75"
1/27/09,"1,185.75","1,181.00","1,200.25","1,176.25"
1/28/09,"1,231.25","1,187.75","1,244.75","1,185.00"
1/29/09,"1,206.00","1,230.00","1,231.25","1,196.00"
1/30/09,"1,179.25","1,207.50","1,214.25","1,173.75"
2/2/09,"1,188.75","1,181.00","1,202.00","1,153.50"
2/3/09,"1,207.75","1,189.75","1,217.75","1,177.50"
2/4/09,"1,214.00","1,208.50","1,242.75","1,203.75"
2/5/09,"1,234.50","1,214.75","1,249.25","1,185.00"
2/6/09,"1,275.75","1,236.50","1,279.50","1,230.25"
2/9/09,"1,275.75","1,273.00","1,285.50","1,258.00"
2/10/09,"1,232.50","1,274.25","1,286.00","1,221.50"
2/11/09,"1,224.50","1,227.00","1,239.75","1,206.50"
2/12/09,"1,245.25","1,224.75","1,247.00","1,202.50"
2/13/09,"1,229.25","1,245.25","1,255.00","1,226.00"
2/17/09,"1,182.50","1,224.25","1,227.00","1,179.00"
2/18/09,"1,180.00","1,185.25","1,204.00","1,171.50"
2/19/09,"1,170.50","1,178.50","1,201.50","1,165.25"
2/20/09,"1,171.75","1,170.50","1,183.50","1,150.00"
2/23/09,"1,135.75","1,174.50","1,196.00","1,125.50"
2/24/09,"1,163.50","1,136.00","1,176.75","1,133.00"
2/25/09,"1,154.00","1,163.00","1,184.25","1,142.00"
2/26/09,"1,132.25","1,155.50","1,175.00","1,126.75"
2/27/09,"1,117.00","1,131.00","1,138.75","1,107.25"
3/2/09,"1,086.00","1,114.25","1,116.00","1,074.25"
3/3/09,"1,072.00","1,086.00","1,102.25","1,068.00"
3/4/09,"1,101.00","1,073.00","1,125.00","1,062.00"
3/5/09,"1,083.00","1,122.25","1,122.25","1,072.00"
3/6/09,"1,076.50","1,084.00","1,089.50","1,043.00"
3/9/09,"1,047.00","1,076.75","1,087.75","1,040.25"
3/10/09,"1,106.00","1,045.25","1,112.50","1,041.75"
3/11/09,"1,125.00","1,105.00","1,135.75","1,105.00"
3/12/09,"1,164.50","1,125.50","1,167.75","1,111.75"
3/13/09,"1,169.50","1,159.00","1,176.00","1,149.25"
3/16/09,"1,153.75","1,169.00","1,182.00","1,144.00"
3/17/09,"1,191.25","1,152.25","1,192.25","1,148.25"
3/18/09,"1,213.75","1,191.75","1,225.25","1,180.00"
3/19/09,"1,204.50","1,209.50","1,223.75","1,196.00"
3/20/09,"1,215.15","1,208.00","1,209.50","1,194.25"
3/23/09,"1,252.00","1,186.50","1,258.00","1,186.50"
3/24/09,"1,236.25","1,253.50","1,258.00","1,186.50"
3/25/09,"1,233.50","1,235.50","1,261.50","1,205.25"
3/26/09,"1,273.00","1,231.00","1,281.75","1,231.00"
3/27/09,"1,256.00","1,273.50","1,277.00","1,248.00"
3/30/09,"1,222.75","1,250.00","1,254.50","1,203.50"
3/31/09,"1,237.50","1,222.75","1,257.75","1,222.00"
4/1/09,"1,251.00","1,228.00","1,254.75","1,210.00"
4/2/09,"1,301.50","1,251.00","1,310.75","1,248.75"
4/3/09,"1,316.25","1,303.75","1,318.00","1,293.25"
4/6/09,"1,312.00","1,315.50","1,327.50","1,285.50"
4/7/09,"1,280.75","1,312.00","1,317.25","1,266.75"
4/8/09,"1,298.50","1,282.00","1,305.75","1,267.00"
4/9/09,"1,336.00","1,298.75","1,341.25","1,297.25"
4/13/09,"1,332.00","1,332.00","1,343.50","1,321.50"
